Time,Voltage,Charge,Temperature
735979.03221898,2.9937472,5.08573304337051,39.801758
735979.03227685,2.9950707,5.14419106302138,39.826733
735979.03233472,2.996474,5.20266362286022,39.776787
735979.032392591,2.9981585,5.26113917464612,39.826733
735979.032450461,2.9996021,5.31960616849763,39.864166
735979.032508332,3.0013263,5.37807127176974,39.839233
735979.032566202,3.0026498,5.43654486883998,39.789291
735979.032624072,3.004374,5.49501457539876,39.839233
735979.032681943,3.0055771,5.55348267409834,39.789291
735979.032739813,3.0069807,5.61195255931812,39.826733
735979.032797683,3.0083442,5.67042314007471,39.8517
735979.032855554,3.0099883,5.7288886006418,39.864166
735979.032913424,3.0111513,5.78736033831327,39.814266
735979.032971294,3.0127554,5.84582444772862,39.8517
735979.033029165,3.0140386,5.9042889543365,39.826733
735979.033087035,3.0155625,5.9627577329808,39.814266
735979.033144905,3.0169661,6.02123392480244,39.839233
735979.033202776,3.0183697,6.07970459056195,39.814266
735979.033260646,3.0195725,6.13817301538149,39.801758
735979.033318517,3.0211365,6.19663777005101,39.826733
735979.033376387,3.0225401,6.25510104693531,39.789291
735979.033434257,3.0237432,6.31357703581107,39.814266
735979.033492128,3.0251868,6.37205533329794,39.826733
735979.033549998,3.0265903,6.43053521261675,39.789291
735979.033607868,3.0278735,6.48900656002074,39.776787
735979.033665739,3.029197,6.5474928239438,39.814266
735979.033723609,3.0301194,6.60597468232241,39.814266
735979.033781479,3.0316432,6.66445914242385,39.789291
735979.03383935,3.0331268,6.72294682864813,39.814266
735979.03389722,3.0342898,6.78143239358412,39.814266
735979.033955091,3.035533,6.83993404415096,39.826733
735979.034012961,3.036736,6.89841116218857,39.76432
735979.034070831,3.0380194,6.95689003725285,39.8517
735979.034128702,3.0393026,7.01537239516261,39.8517
735979.034186572,3.0404253,7.07385948301435,39.814266
735979.034244442,3.0419092,7.13234781098973,39.8517
735979.034302313,3.0430319,7.19083331701453,39.776787
735979.034360183,3.0444756,7.24932883962908,39.826733
735979.034418053,3.0455585,7.30782797342071,39.8517
735979.034475924,3.0467215,7.36631625457702,39.8517
735979.034533794,3.0478842,7.42481189861246,39.876675
735979.034591664,3.0489671,7.48330532770859,39.776787
735979.034649535,3.0500498,7.54180274958972,39.801758
735979.034707405,3.0515735,7.60029607631729,39.814266
735979.034765276,3.0526965,7.65878748128318,39.751854
735979.034823146,3.0537791,7.71728474708032,39.776787
735979.034881016,3.0550225,7.77577228934974,39.8517
735979.034938887,3.0561051,7.83425013238048,39.814266
735979.034996757,3.0574284,7.89273921140453,39.8517
735979.035054627,3.0583508,7.9512278897517,39.826733
735979.035112498,3.059634,8.0097151492868,39.76432
735979.035170368,3.0607569,8.06820503136084,39.801758
735979.035228238,3.0617595,8.12669813958766,39.726883
735979.035286109,3.0629225,8.18517151461582,39.826733
735979.035343979,3.0641253,8.24365115804743,39.826733
735979.035401849,3.0654488,8.30212981972253,39.876675
735979.03545972,3.0663309,8.36060562129791,39.814266
735979.03551759,3.0674939,8.41908096319665,39.789291
735979.035575461,3.0687771,8.47755269219007,39.76432
735979.035633331,3.0698199,8.53602658583912,39.789291
735979.035691201,3.0709426,8.59450703927447,39.826733
735979.035749072,3.0720253,8.65296692694664,39.889141
735979.035806942,3.0727873,8.71142855953775,39.801758
735979.035864812,3.0742309,8.7699015182718,39.801758
735979.035922683,3.0750329,8.82838351714731,39.889141
735979.035980553,3.0763965,8.88685060468331,39.864166
735979.036038423,3.0772786,8.94532072405913,39.776787
735979.036096294,3.0784016,9.00377872809629,39.826733
735979.036154164,3.0793238,9.06223408362191,39.814266
735979.036212034,3.0805671,9.12069729457287,39.864166
735979.036269905,3.0815697,9.17915809980915,39.8517
735979.036327775,3.0826924,9.23762432874483,39.839233
735979.036385646,3.0835745,9.29609570217173,39.801758
735979.036443516,3.0844169,9.35455379641214,39.701912
735979.036501386,3.0856199,9.41301753981248,39.776787
735979.036559257,3.086863,9.47148438624224,39.726883
735979.036617127,3.0876651,9.52994338588957,39.776787
735979.036674997,3.0889482,9.58841366487261,39.864166
735979.036732868,3.0896299,9.64688854888513,39.814266
735979.036790738,3.0907528,9.70535989971485,39.789291
735979.036848608,3.091635,9.76383147778449,39.839233
735979.036906479,3.0926375,9.82230029112662,39.901646
735979.036964349,3.0938005,9.88077406160408,39.801758
735979.037022219,3.0948431,9.93924816682114,39.801758
735979.03708009,3.0954847,9.99771998427791,39.801758
735979.03713796,3.0965676,10.0561813618744,39.801758
735979.03719583,3.0978107,10.1146422590368,39.814266
735979.037253701,3.0988133,10.1731053173723,39.789291
735979.037311571,3.0997756,10.2315663185901,39.801758
735979.037369442,3.1006579,10.2900436430482,39.76432
735979.037427312,3.1017005,10.348512373151,39.8517
735979.037485182,3.1025026,10.4069856596784,39.751854
735979.037543053,3.1037056,10.4654623978673,39.826733
735979.037600923,3.1045878,10.5239273068681,39.726883
735979.037658793,3.1056304,10.5823934699101,39.826733
735979.037716664,3.1061518,10.6408737446901,39.751854
735979.037774534,3.1073148,10.699346946295,39.789291
735979.037832404,3.1079965,10.7578156468978,39.726883
735979.037890275,3.1090791,10.8162927250235,39.701912
735979.037948145,3.110122,10.8747687486173,39.814266
735979.038006015,3.1110442,10.9332395843184,39.814266
735979.038063886,3.1119666,10.9917095822968,39.801758
735979.038121756,3.1128488,11.0501873854373,39.839233
735979.038179627,3.1138113,11.1086613050953,39.739349
735979.038237497,3.1147735,11.1671411115954,39.739349
735979.038295367,3.1155355,11.2256186580211,39.789291
735979.038353238,3.1166184,11.2841033956358,39.839233
735979.038411108,3.1174204,11.342585644255,39.814266
735979.038468978,3.1183827,11.4010642261878,39.789291
735979.038526849,3.1192248,11.4595414673542,39.789291
735979.038584719,3.1201873,11.5180183703108,39.839233
735979.038642589,3.1209493,11.5764976043827,39.776787
735979.03870046,3.1219118,11.6349584200277,39.864166
735979.03875833,3.1226335,11.6934324385346,39.76432
735979.0388162,3.123596,11.751910423815,39.789291
735979.038874071,3.1245985,11.8103941918177,39.814266
735979.038931941,3.1255209,11.8688769833408,39.801758
735979.038989812,3.1262026,11.9273569979514,39.814266
735979.039047682,3.1270447,11.9858286870413,39.8517
735979.039105552,3.1279268,12.0442998124313,39.76432
735979.039163423,3.1288893,12.1027691634414,39.726883
735979.039221293,3.1295712,12.1612323657303,39.814266
735979.039279163,3.1304533,12.2196940590228,39.801758
735979.039337034,3.1313355,12.2781531210967,39.814266
735979.039394904,3.1322179,12.3366162713506,39.751854
735979.039452774,3.1329396,12.3950769222075,39.8517
735979.039510645,3.1341026,12.4535219957011,39.726883
735979.039568515,3.1349847,12.5119718962417,39.776787
735979.039626385,3.1357467,12.5704255901124,39.789291
735979.039684256,3.1365888,12.6288795354624,39.776787
735979.039742126,3.1374309,12.6873243817209,39.889141
735979.039799997,3.1383934,12.7457775118751,39.801758
735979.039857867,3.1389949,12.8042380777374,39.801758
735979.039915737,3.1396766,12.8626859020714,39.814266
735979.039973608,3.1405189,12.9211383470886,39.801758
735979.040031478,3.1414011,12.9795953225708,39.76432
735979.040089348,3.1422832,13.0380495870987,39.801758
735979.040147219,3.1430852,13.0965020841341,39.814266
735979.040205089,3.1439676,13.1549471697411,39.801758
735979.040262959,3.1447697,13.2133998662628,39.776787
735979.04032083,3.1455717,13.2718524622371,39.8517
735979.0403787,3.1466143,13.3303132380106,39.801758
735979.04043657,3.147296,13.3887718595383,39.801758
735979.040494441,3.1478174,13.4472449258373,39.826733
735979.040552311,3.1489,13.505704048634,39.789291
735979.040610182,3.1493812,13.5641548858104,39.776787
735979.040668052,3.1503837,13.6225965423872,39.726883
735979.040725922,3.1512258,13.6810495389541,39.776787
735979.040783793,3.1520278,13.7395201440248,39.801758
735979.040841663,3.1527097,13.7979939179621,39.839233
735979.040899533,3.1533914,13.8564563605541,39.789291
735979.040957404,3.1543539,13.9149212990533,39.801758
735979.041015274,3.1551559,13.9733790897543,39.76432
735979.041073144,3.1558776,14.0318322320281,39.801758
735979.041131015,3.15676,14.0902863612513,39.739349
735979.041188885,3.1573615,14.1487432170592,39.801758
735979.041246755,3.1581233,14.207204329299,39.801758
735979.041304626,3.1589656,14.2656728234808,39.801758
735979.041362496,3.1596873,14.3241321700214,39.751854
735979.041420366,3.1604893,14.3825800099857,39.839233
735979.041478237,3.1611309,14.4410380122722,39.8517
735979.041536107,3.1619329,14.4995045117968,39.826733
735979.041593978,3.1628554,14.5579627655796,39.839233
735979.041651848,3.1635771,14.6164254787611,39.751854
735979.041709718,3.1640184,14.6748948800736,39.826733
735979.041767589,3.1649406,14.7333549880384,39.739349
735979.041825459,3.1657426,14.7918193281157,39.801758
735979.041883329,3.1664646,14.8502794898597,39.789291
735979.0419412,3.1671462,14.9087545143641,39.776787
735979.04199907,3.1679883,14.9672254350966,39.864166
735979.04205694,3.1688707,15.0256810836799,39.789291
735979.042114811,3.1691914,15.0841400226552,39.789291
735979.042172681,3.170234,15.1426070130701,39.739349
735979.042230551,3.1708355,15.2010682865667,39.839233
735979.042288422,3.1715975,15.2595349768609,39.76432
735979.042346292,3.1726801,15.3179964550297,39.776787
735979.042404163,3.1731215,15.3764542110134,39.76432
735979.042462033,3.1737227,15.4349213887337,39.814266
735979.042519903,3.1746051,15.4933863150751,39.814266
735979.042577774,3.1752067,15.5518531320328,39.814266
735979.042635644,3.1758482,15.6103114708336,39.801758
735979.042693514,3.1767304,15.6687666060434,39.789291
735979.042751385,3.1775725,15.7272269065363,39.864166
735979.042809255,3.1780138,15.785691472125,39.789291
735979.042867125,3.1788559,15.8441551773823,39.76432
735979.042924996,3.1794574,15.9026294803455,39.751854
735979.042982866,3.1800189,15.9610983387707,39.776787
735979.043040736,3.1809812,16.0195645763934,39.801758
735979.043098607,3.1819036,16.0780292477602,39.814266
735979.043156477,3.1823046,16.1364917423324,39.789291
735979.043214348,3.1831868,16.1949522232138,39.814266
735979.043272218,3.1836681,16.2534156683439,39.839233
735979.043330088,3.1844702,16.3118739429671,39.76432
735979.043387959,3.1851919,16.370334451584,39.801758
735979.043445829,3.1857533,16.4287911270009,39.776787
735979.043503699,3.1866355,16.487239067586,39.801758
735979.04356157,3.1870766,16.5456924579167,39.789291
735979.04361944,3.1880791,16.6041885876207,39.776787
735979.04367731,3.188761,16.6626879018188,39.776787
735979.043735181,3.1892822,16.7211944123836,39.826733
735979.043793051,3.1900041,16.7796933432661,39.776787
735979.043850922,3.1907661,16.8381881304796,39.876675
735979.043908792,3.1911671,16.8966841768887,39.76432
735979.043966662,3.1921294,16.9551823671416,39.76432
735979.044024533,3.1928113,17.0136807741898,39.751854
735979.044082403,3.1932924,17.0721907623845,39.776787
735979.044140273,3.193974,17.1306953632549,39.839233
735979.044198144,3.1945755,17.1891948873533,39.864166
735979.044256014,3.1954579,17.2476930429187,39.776787
735979.044313884,3.195899,17.3062015759106,39.814266
735979.044371755,3.1968615,17.3647049730859,39.76432
735979.044429625,3.1973827,17.4232103319684,39.814266
735979.044487495,3.1981046,17.4817167176206,39.751854
735979.044545366,3.1986661,17.5402236010651,39.789291
735979.044603236,3.1993878,17.5987249671315,39.801758
735979.044661107,3.2001097,17.6572227688472,39.889141
735979.044718977,3.2008314,17.7157168085009,39.801758
735979.044776847,3.2015133,17.7742018011058,39.814266
735979.044834718,3.2019143,17.8326935893868,39.839233
735979.044892588,3.2025959,17.8911823197676,39.76432
735979.044950458,3.2032776,17.9496675777324,39.789291
735979.045008329,3.2039194,18.008156311569,39.876675
735979.045066199,3.204601,18.066636138879,39.76432
735979.045124069,3.2052026,18.1251117479168,39.814266
735979.04518194,3.2058842,18.1835945047578,39.826733
735979.04523981,3.2064457,18.2420700391618,39.864166
735979.04529768,3.2070472,18.3005484632609,39.826733
735979.045355551,3.2077289,18.3590338998866,39.839233
735979.045413421,3.2082903,18.4175169723902,39.864166
735979.045471292,3.2092128,18.4759888834935,39.8517
735979.045529162,3.2096539,18.5344685720352,39.801758
735979.045587032,3.2104959,18.5929473429996,39.8517
735979.045644903,3.210897,18.6514281797422,39.864166
735979.045702773,3.2116189,18.7099204051023,39.789291
735979.045760643,3.2123005,18.7684175598318,39.76432
735979.045818514,3.2129421,18.8269137519547,39.826733
735979.045876384,3.2135036,18.885409040409,39.776787
735979.045934254,3.2141452,18.9438963901574,39.889141
735979.045992125,3.2146666,19.0023832455489,39.814266
735979.046049995,3.2152681,19.0608676778809,39.789291
735979.046107865,3.2161503,19.1193326007862,39.839233
735979.046165736,3.2165513,19.1777976728525,39.826733
735979.046223606,3.2173133,19.2362695111315,39.864166
735979.046281477,3.2177944,19.2947366541752,39.8517
735979.046339347,3.2184761,19.3532111670064,39.814266
735979.046397217,3.2191179,19.4117095341529,39.839233
735979.046455088,3.2197595,19.4701941121745,39.826733
735979.046512958,3.2205215,19.528671649938,39.801758
735979.046570828,3.2210026,19.5871563146886,39.839233
735979.046628699,3.2214437,19.645643381682,39.801758
735979.046686569,3.2221656,19.7041326081226,39.776787
735979.046744439,3.2227671,19.762626456971,39.814266
735979.04680231,3.2234888,19.821118573071,39.826733
735979.04686018,3.2238898,19.8796108556777,39.839233
735979.04691805,3.2245314,19.9380915120182,39.864166
735979.046975921,3.225173,19.9965739635654,39.826733
735979.047033791,3.2258148,20.0550612716585,39.76432
735979.047091661,3.2264163,20.1135493828295,39.876675
735979.047149532,3.226697,20.1720360057837,39.801758
735979.047207402,3.227499,20.2305231647396,39.801758
735979.047265273,3.2281005,20.2890178912276,39.739349
735979.047323143,3.2289026,20.3475159913075,39.789291
735979.047381013,3.2290227,20.4060129119205,39.76432
735979.047438884,3.2299452,20.4645109772777,39.801758
735979.047496754,3.2305067,20.5230058581029,39.826733
735979.047554624,3.2310278,20.5814930621473,39.801758
735979.047612495,3.2316697,20.6399877591592,39.8517
735979.047670365,3.2320707,20.698479032318,39.876675
735979.047728235,3.2328725,20.7569772416398,39.826733
735979.047786106,3.2335143,20.8154769304759,39.889141
735979.047843976,3.2340355,20.873983194744,39.839233
735979.047901846,3.2344766,20.9324822765375,39.8517
735979.047959717,3.2352386,20.9909743267172,39.839233
735979.048017587,3.2358,21.0494697851606,39.801758
735979.048075458,3.2363615,21.1079627285842,39.8517
735979.048133328,3.2369227,21.1664519203407,39.789291
735979.048191198,3.2373238,21.2249435802461,39.814266
735979.048249069,3.2380457,21.2834345637514,39.76432
735979.048306939,3.2386072,21.3419274586294,39.789291
735979.048364809,3.2390482,21.4004198106271,39.814266
735979.04842268,3.2396898,21.4589052385458,39.776787
735979.04848055,3.2401309,21.5173982791428,39.814266
735979.04853842,3.2407725,21.5758913422325,39.789291
735979.048596291,3.2415345,21.6343789660157,39.726883
735979.048654161,3.2420959,21.6928762352412,39.801758
735979.048712031,3.2426574,21.7513670105922,39.901646
735979.048769902,3.2430985,21.8098584623587,39.801758
735979.048827772,3.2437401,21.8683609437217,39.826733
735979.048885643,3.2443817,21.9268738614221,39.801758
735979.048943513,3.244863,21.9853738711369,39.76432
735979.049001383,3.2453041,22.0438823954168,39.8517
735979.049059254,3.2459457,22.1023847276219,39.76432
735979.049117124,3.2464671,22.1608778809377,39.8517
735979.049174994,3.2471888,22.2193707636634,39.839233
735979.049232865,3.2474697,22.2778645656668,39.826733
735979.049290735,3.2482717,22.3363514644169,39.751854
735979.049348605,3.2487929,22.3948490423779,39.801758
735979.049406476,3.249234,22.453345890134,39.8517
735979.049464346,3.2498755,22.511843797635,39.814266
735979.049522216,3.2505174,22.5703494982189,39.726883
735979.049580087,3.2509985,22.6288516950946,39.826733
735979.049637957,3.2514396,22.6873499460586,39.739349
735979.049695828,3.2520411,22.7458440602763,39.801758
735979.049753698,3.2524021,22.8043473377511,39.801758
735979.049811568,3.2532041,22.8628512951528,39.826733
735979.049869439,3.2537253,22.9213451249129,39.8517
735979.049927309,3.2541666,22.9798425346639,39.939083
735979.049985179,3.2545676,23.0383320178163,39.8517
735979.05004305,3.2554898,23.0968213951454,39.826733
735979.05010092,3.2557707,23.1553036507101,39.814266
735979.05015879,3.2563319,23.2137875228143,39.776787
735979.050216661,3.256773,23.2722696049035,39.776787
735979.050274531,3.2573345,23.3307599674196,39.8517
735979.050332401,3.257936,23.3892467274261,39.826733
735979.050390272,3.2586579,23.4477362088417,39.76432
735979.050448142,3.259099,23.5062205284234,39.876675
735979.050506013,3.2595401,23.5647005759925,39.801758
735979.050563883,3.2601416,23.6231928707533,39.801758
735979.050621753,3.2607832,23.6817023958489,39.776787
735979.050679624,3.2612243,23.7402033734053,39.801758
735979.050737494,3.2617056,23.7986964313341,39.801758
735979.050795364,3.2622671,23.8571886792201,39.839233
735979.050853235,3.2626278,23.915690092123,39.876675
735979.050911105,3.2631893,23.9741986493576,39.839233
735979.050968975,3.2639112,24.0327104327574,39.801758
735979.051026846,3.2643123,24.0912202474881,39.826733
735979.051084716,3.264673,24.1497227739194,39.789291
735979.051142586,3.2653549,24.2082331784165,39.801758
735979.051200457,3.2661569,24.2667420305202,39.801758
735979.051258327,3.266237,24.3252494551387,39.801758
735979.051316197,3.2671995,24.3837579828876,39.814266
735979.051374068,3.2672396,24.4422613436175,39.76432
735979.051431938,3.2677209,24.5007631190472,39.801758
735979.051489809,3.2684026,24.5592636231088,39.814266
735979.051547679,3.2691243,24.6177604969166,39.801758
735979.051605549,3.2692847,24.6762561929917,39.776787
735979.05166342,3.2700467,24.7347416677508,39.826733
735979.05172129,3.2704077,24.793229943687,39.751854
735979.05177916,3.2709692,24.8517102323678,39.776787
735979.051837031,3.2714102,24.9101933170449,39.801758
735979.051894901,3.2719717,24.9686802435813,39.801758
735979.051952771,3.2724929,25.027182985115,39.814266
735979.052010642,3.2730544,25.0856872842247,39.876675
735979.052068512,3.2735755,25.1441903084765,39.839233
735979.052126382,3.274137,25.2026861554422,39.864166
735979.052184253,3.2744179,25.261185882417,39.826733
735979.052242123,3.2750595,25.319678527539,39.801758
735979.052299994,3.2755806,25.3781682899331,39.776787
735979.052357864,3.276062,25.4366497129405,39.776787
735979.052415734,3.2768238,25.4951372378917,39.776787
735979.052473605,3.2769442,25.5536347239716,39.789291
735979.052531475,3.2775857,25.6121360466969,39.801758
735979.052589345,3.2782676,25.6706130606446,39.76432
735979.052647216,3.2785883,25.7290883696014,39.76432
735979.052705086,3.2790294,25.7875687154955,39.789291
735979.052762956,3.2795508,25.8460394159339,39.789291
735979.052820827,3.2801924,25.9045103175821,39.801758
735979.052878697,3.2806334,25.9629762447247,39.789291
735979.052936567,3.281275,26.0214327345815,39.801758
735979.052994438,3.2815158,26.079891135792,39.801758
735979.053052308,3.2822776,26.138360334173,39.8517
735979.053110179,3.2825985,26.1968338167266,39.801758
735979.053168049,3.2829595,26.2553022242267,39.76432
735979.053225919,3.283601,26.3137735386831,39.864166
735979.05328379,3.2841222,26.3722484192369,39.751854
735979.05334166,3.2844832,26.4307215843598,39.76432
735979.05339953,3.2849646,26.4891982670306,39.789291
735979.053457401,3.2855258,26.5476755272861,39.751854
735979.053515271,3.2860472,26.6061364331261,39.801758
735979.053573141,3.2861676,26.6645934346266,39.801758
735979.053631012,3.2867692,26.7230608395854,39.814266
735979.053688882,3.2874508,26.781530684951,39.814266
735979.053746752,3.2879319,26.8399988322376,39.789291
735979.053804623,3.2882528,26.8984638435918,39.76432
735979.053862493,3.288774,26.9569308825497,39.789291
735979.053920364,3.2892954,27.0153915039074,39.76432
735979.053978234,3.2901375,27.0738498132006,39.789291
735979.054036104,3.290338,27.1323221266804,39.726883
735979.054093975,3.2907391,27.1907929103844,39.826733
735979.054151845,3.2912605,27.2492578974594,39.826733
735979.054209715,3.2915411,27.3077232279469,39.76432
735979.054267586,3.2919822,27.3661899928371,39.739349
735979.054325456,3.2925036,27.4246592137614,39.801758
735979.054383326,3.2931051,27.4831202219143,39.776787
735979.054441197,3.2938268,27.541584761472,39.814266
735979.054499067,3.2940676,27.6000586741861,39.76432
735979.054556938,3.2944686,27.6585191828217,39.814266
735979.054614808,3.2951102,27.7169861975213,39.826733
735979.054672678,3.2957518,27.7754562059065,39.776787
735979.054730549,3.2957919,27.8339347826556,39.839233
735979.054788419,3.296634,27.8924103309837,39.826733
735979.054846289,3.2969549,27.9508837736444,39.739349
735979.05490416,3.2972755,28.0093526147019,39.839233
735979.05496203,3.2976766,28.0678192183023,39.789291
735979.0550199,3.2983184,28.1262930130499,39.839233
735979.055077771,3.299,28.1847627595368,39.801758
735979.055135641,3.2992806,28.2432315451056,39.8517
735979.055193511,3.2998421,28.3017025542719,39.814266
735979.055251382,3.3000426,28.3601761201243,39.76432
735979.055309252,3.3006442,28.4186492974293,39.814266
735979.055367123,3.3012857,28.4771275584897,39.814266
735979.055424993,3.3015263,28.5355987862416,39.751854
735979.055482863,3.3020878,28.5940681805989,39.8517
735979.055540734,3.3024087,28.6525307220358,39.839233
735979.055598604,3.3029702,28.7109986299953,39.8517
735979.055656474,3.3034513,28.7694698230611,39.76432
735979.055714345,3.3038123,28.8279426794656,39.76432
735979.055772215,3.3043735,28.8864189372181,39.801758
735979.055830085,3.3046143,28.9448913443802,39.839233
735979.055887956,3.3051755,29.003347881023,39.789291
735979.055945826,3.305737,29.0618097858983,39.726883
735979.056003696,3.306138,29.1202739161293,39.814266
735979.056061567,3.3066995,29.1787375485527,39.801758
735979.056119437,3.3070204,29.2372088942245,39.839233
735979.056177308,3.3075416,29.2956821374012,39.76432
735979.056235178,3.3079426,29.3541525828392,39.839233
735979.056293048,3.3083436,29.412616227421,39.826733
735979.056350919,3.3087046,29.4710791175004,39.801758
735979.056408789,3.3093061,29.5295310786042,39.789291
735979.056466659,3.3096671,29.5880009846725,39.814266
735979.05652453,3.3101082,29.6464718741705,39.814266
735979.0565824,3.3107898,29.70494770002,39.864166
735979.05664027,3.3111107,29.7634112387834,39.814266
735979.056698141,3.3114717,29.821862566821,39.776787
735979.056756011,3.3121133,29.880322964427,39.76432
735979.056813881,3.312434,29.9387818131762,39.826733
735979.056871752,3.3127549,29.9972446060975,39.776787
735979.056929622,3.3130755,30.0556953478595,39.864166
735979.056987492,3.313597,30.1141610911289,39.826733
735979.057045363,3.3141985,30.1726253340938,39.801758
735979.057103233,3.3146796,30.231093490095,39.789291
735979.057161104,3.3148801,30.2895637638653,39.839233
735979.057218974,3.3154016,30.3480370920457,39.789291
735979.057276844,3.3157625,30.4065171899074,39.789291
735979.057334715,3.3165243,30.4649868704731,39.739349
735979.057392585,3.3167651,30.5234743433595,39.76432
735979.057450455,3.3173263,30.5819584478851,39.739349
735979.057508326,3.3178878,30.6404386394161,39.839233
735979.057566196,3.3181686,30.6989104794279,39.839233
735979.057624066,3.3184092,30.757386678164,39.826733
735979.057681937,3.3190508,30.8158650467544,39.839233
735979.057739807,3.3193717,30.8743408604616,39.826733
735979.057797677,3.3200533,30.9328190538772,39.864166
735979.057855548,3.3202138,30.9913066776577,39.801758
735979.057913418,3.3206949,31.0497882446281,39.751854
735979.057971289,3.3210158,31.1082668213629,39.751854
735979.058029159,3.321537,31.1667455281901,39.814266
735979.058087029,3.321898,31.2252196178128,39.814266
735979.0581449,3.3225396,31.2837002811116,39.776787
735979.05820277,3.3228204,31.342182323343,39.839233
735979.05826064,3.3232615,31.400670734575,39.801758
735979.058318511,3.3235822,31.4591503901118,39.826733
735979.058376381,3.3240635,31.5176234390358,39.826733
