Time,Voltage Charge,Voltage Measured,Current Measured,Current Charge,Temperature
557.406,4.623,3.88984011420717,1.50813831234204,1.5,26.8122175265421
561.703,4.623,3.89073269997387,1.50858847897786,1.5,26.7996724680402
566.031,4.623,3.89172726556776,1.50987632773968,1.498,26.7995246567071
570.375,4.623,3.89228678152036,1.51166107802065,1.498,26.7921757087256
574.734,4.623,3.89285251270773,1.51029623527146,1.498,26.7837443201007
579.125,4.623,3.89381761063767,1.50973751318994,1.5,26.7802182632683
583.516,4.623,3.89477274635817,1.51080865831218,1.5,26.7782432927195
587.891,4.629,3.89522269752427,1.51013760450932,1.5,26.7673022649355
592.312,4.629,3.89595106543614,1.50900033531938,1.498,26.7638208694712
596.75,4.629,3.89698485910916,1.50963667099334,1.498,26.7563237806873
601.25,4.629,3.89744794627398,1.51116482239883,1.5,26.7475967935699
605.703,4.629,3.89846428403101,1.50942760759131,1.5,26.738203285719
610.172,4.629,3.89915403936905,1.50936341801178,1.5,26.7370126718447
614.672,4.629,3.89975644432361,1.51069253928957,1.5,26.7344125140957
619.234,4.634,3.90075886676544,1.50718743857837,1.5,26.7321483768414
623.734,4.634,3.90155783351195,1.50867581157716,1.5,26.7362039748144
628.344,4.634,3.90243461879753,1.5135079950539,1.5,26.7225180467807
632.891,4.634,3.90298808019789,1.51113008513953,1.5,26.7122683305349
637.5,4.634,3.90390305494731,1.50967456660692,1.5,26.704822974609
642.141,4.634,3.90464982417383,1.50922780153116,1.498,26.7041681448328
646.781,4.634,3.90529757629956,1.51373906917323,1.498,26.6945611887738
651.437,4.64,3.90638973543642,1.50935474795635,1.5,26.689726060397
656.141,4.64,3.90688014491291,1.50968512657291,1.498,26.6802719367225
660.828,4.64,3.90780272553766,1.51186605047205,1.5,26.6698005777014
665.531,4.64,3.90836952924245,1.51057370237501,1.5,26.6685437956752
670.234,4.64,3.90918050264641,1.5094722784115,1.498,26.6661161010073
674.953,4.64,3.91027618672876,1.50761609173542,1.5,26.6573898971607
679.703,4.64,3.91085006803883,1.51123216771781,1.5,26.6560518522285
684.547,4.64,3.91146064732336,1.50670322816103,1.498,26.6507010401615
689.344,4.645,3.91239275074001,1.50990038417044,1.5,26.6505793475571
694.125,4.645,3.91317413026374,1.51144178640217,1.498,26.6397751116832
698.953,4.645,3.91393464002162,1.51144902557996,1.498,26.6423028791714
703.797,4.645,3.91456573791507,1.5111535960124,1.5,26.6384490325106
708.641,4.645,3.9153340088019,1.50642221006415,1.5,26.6318352430321
713.531,4.645,3.91634754668763,1.51075314453155,1.498,26.6220928172973
718.391,4.645,3.91706316456813,1.50878534728765,1.5,26.6184277060776
723.312,4.65,3.91809475607945,1.51170805137837,1.5,26.6103161561701
728.281,4.65,3.91850272520363,1.50954227250305,1.498,26.6077487870948
733.266,4.65,3.9193242033376,1.51181162006866,1.5,26.6005772536187
738.281,4.65,3.92040509972107,1.51174667059085,1.498,26.5959106288047
743.312,4.65,3.92096238814689,1.51125970302351,1.498,26.5925465437708
748.391,4.656,3.92133470173476,1.51254780367107,1.498,26.5899019616464
753.437,4.656,3.9224553729714,1.5140985787474,1.5,26.5854377877559
758.5,4.656,3.92305739764598,1.50889031448916,1.5,26.5773670952945
763.578,4.656,3.92380890958587,1.51138908166229,1.498,26.578783693885
768.719,4.656,3.92441093467306,1.51221777972648,1.5,26.5712162702106
773.828,4.656,3.92517932975672,1.51072289538468,1.5,26.5590036232886
778.953,4.656,3.92569155054294,1.50956670779348,1.5,26.5618724077741
784.141,4.656,3.92650300241163,1.51025807116296,1.498,26.5544620944601
789.312,4.661,3.9273475573404,1.51256340572684,1.498,26.5504463448625
794.516,4.661,3.92767982311322,1.51278602956192,1.5,26.5403270026033
799.703,4.661,3.92844461885574,1.50886179173015,1.498,26.5529374564549
804.953,4.661,3.92933551385199,1.51144280705841,1.5,26.5486459490189
810.203,4.661,3.92997911522612,1.51085028090283,1.5,26.5486458756552
815.531,4.661,3.93041756116003,1.51323705278697,1.498,26.5386796724279
820.875,4.661,3.93133042440584,1.50935367601473,1.5,26.5362143794218
826.219,4.661,3.93177002709547,1.50872724285676,1.5,26.5374893785776
831.562,4.661,3.93247361018992,1.51011912557276,1.498,26.5295065340033
836.937,4.661,3.93301368527663,1.50902587968089,1.498,26.5265823260468
842.328,4.667,3.93387567369457,1.50977170845874,1.5,26.5232451772098
847.719,4.667,3.93440710557881,1.50778912905437,1.5,26.5156950408785
853.125,4.667,3.93521968383896,1.51139275031618,1.498,26.4998090511188
858.578,4.667,3.93560060187946,1.51051669183794,1.5,26.5008320727585
864.047,4.667,3.93601768786489,1.51202117237728,1.5,26.4941455821235
869.531,4.667,3.93663242370425,1.51053898902737,1.498,26.4860928434196
875.062,4.667,3.93724097546052,1.50874734645312,1.498,26.481944402397
880.656,4.667,3.93782134952204,1.50753729910969,1.5,26.4712824006753
886.172,4.667,3.93835143562445,1.51060629721061,1.5,26.4711134549738
891.75,4.667,3.93920309533499,1.51158653509281,1.498,26.4713041530531
897.359,4.672,3.93966751182389,1.50964562550197,1.5,26.4699775713703
902.953,4.672,3.94010415581791,1.50925716249641,1.5,26.465583218158
908.594,4.672,3.94057013222062,1.50998566535508,1.5,26.4579614497166
914.25,4.672,3.94111476426476,1.51307679318751,1.5,26.4553952162346
919.922,4.672,3.94195907238889,1.5090269909103,1.5,26.4574299839566
925.641,4.672,3.94225339021677,1.51032421268041,1.5,26.4543600209869
931.359,4.672,3.9430831207435,1.51228503408393,1.5,26.4501621669031
937.156,4.672,3.9434101323543,1.51244916473914,1.5,26.4435771649019
942.953,4.672,3.94414824895151,1.50862879778025,1.5,26.4417802807823
948.828,4.672,3.94443842522482,1.51104063208559,1.5,26.4403555983977
954.625,4.677,3.94514461255151,1.51293571550049,1.5,26.440680292213
960.5,4.677,3.94549988244678,1.51111716892472,1.5,26.4376083216963
966.375,4.677,3.94591914843073,1.50988024634089,1.5,26.4305723544341
972.281,4.677,3.94647342957534,1.51091382899989,1.498,26.4296768830376
978.234,4.677,3.94709548573518,1.51232822986411,1.498,26.4303931125433
984.203,4.677,3.94763320683251,1.51054549239436,1.5,26.4254415813461
990.187,4.677,3.94827807245498,1.51024030566972,1.5,26.4194900324981
996.172,4.677,3.94866976106456,1.50849917364674,1.5,26.4127217496467
1002.156,4.677,3.94928428935256,1.51151212706639,1.498,26.4121213865025
1008.172,4.677,3.94965670390192,1.51052941645108,1.5,26.409049076563
1014.219,4.683,3.9503135063791,1.5103512691217,1.5,26.4073032523855
1020.328,4.683,3.95075062807202,1.50917755399471,1.5,26.4096512680279
1026.406,4.683,3.95136692528972,1.51070476261086,1.5,26.3999975720178
1032.547,4.683,3.9517970842665,1.5114075804069,1.5,26.4098933701179
1038.672,4.683,3.95243268122307,1.5104073857529,1.5,26.4053980792438
1044.844,4.683,3.95309659114347,1.5105653292243,1.498,26.4068662898393
1051.047,4.683,3.95352383808754,1.50758235652322,1.5,26.4074704530135
1057.312,4.683,3.95389255098726,1.51204015371773,1.5,26.406026046436
1063.609,4.683,3.9543257528011,1.51243733247824,1.5,26.4180059223671
1069.922,4.683,3.95522415387226,1.50882523746702,1.498,26.4130009719448
1076.219,4.688,3.95551808842184,1.51049883193857,1.498,26.4136838197911
1082.609,4.688,3.95593876218314,1.5097962004552,1.5,26.4039375220691
1088.937,4.688,3.9563552330276,1.51305314464538,1.498,26.4077794480053
1095.297,4.688,3.95700434048759,1.5117325672284,1.5,26.402490931891
1101.703,4.688,3.95743750880002,1.51267624368089,1.5,26.3994717955467
1108.094,4.688,3.95803940922575,1.50940117828435,1.5,26.4013433938497
1114.562,4.688,3.95871387663639,1.51076747258787,1.498,26.396503882872
1121.016,4.688,3.95939060799506,1.51106157346871,1.5,26.4011250978527
1127.5,4.688,3.95988710848536,1.50814684773509,1.498,26.4041894609806
1134.047,4.688,3.96025334050532,1.50851647942139,1.5,26.4010147972979
1140.594,4.688,3.96074977696788,1.51216159354224,1.498,26.4023176025276
1147.187,4.694,3.96128264197526,1.51434207074358,1.498,26.3962439805493
1153.766,4.694,3.9620100683883,1.5100874642579,1.5,26.4048861269299
1160.391,4.694,3.96258562152112,1.50683442998607,1.5,26.40714355731
1167.047,4.694,3.96304735166212,1.51221794237862,1.5,26.4117627263212
1173.781,4.694,3.96350220964766,1.51019225609594,1.498,26.4097080435266
1180.484,4.694,3.96417107799306,1.51136553612764,1.5,26.4104204847078
1187.266,4.694,3.96483753906985,1.51048065446044,1.5,26.4097767891009
1194.047,4.694,3.96524965919394,1.5142623996753,1.5,26.4073306606095
1200.828,4.694,3.96565614839839,1.51035747197769,1.498,26.4173641350204
1207.641,4.699,3.96630709522632,1.51011848062053,1.5,26.4259428938434
1214.469,4.699,3.96715585718885,1.51064138102254,1.5,26.4244514056815
1221.359,4.699,3.96755392887201,1.50970062233885,1.498,26.4195486769656
1228.234,4.699,3.96818652712155,1.51162004368704,1.5,26.4200465913483
1235.125,4.699,3.96882600742149,1.51164691976107,1.5,26.4188479975843
1242.047,4.699,3.9694036004758,1.50883673503119,1.5,26.4180902784727
1248.984,4.699,3.96996169752723,1.51072665753701,1.5,26.4284917353902
1255.984,4.699,3.97025314292003,1.51223580495807,1.5,26.4366118611692
1263.016,4.699,3.97108406603604,1.51056709942648,1.5,26.4324652588573
1270.016,4.704,3.97199425103741,1.51349406588945,1.5,26.4273582069347
1277.109,4.704,3.97217468030486,1.50891984032069,1.5,26.4438543444257
1284.156,4.704,3.9728922991009,1.51126544603978,1.5,26.4488411159096
1291.297,4.704,3.97346269774254,1.51234078192682,1.498,26.4446730161933
1298.469,4.704,3.97418718264981,1.51128602508516,1.498,26.4553393984134
1305.641,4.704,3.97458655305318,1.51108629304748,1.498,26.4542729932633
1312.875,4.704,3.97537114431409,1.50739403478229,1.5,26.4578466298758
1320.125,4.704,3.97589117458403,1.51143021458126,1.498,26.4579707427042
1327.469,4.704,3.97661541824425,1.50870280865506,1.498,26.4694084871635
1334.781,4.704,3.97704702461594,1.51022802748724,1.5,26.4632370445498
1342.156,4.704,3.97776984600248,1.50958074849059,1.498,26.468017038766
1349.484,4.71,3.97824886090471,1.51294236645816,1.498,26.4723308239639
1356.875,4.71,3.97881100346931,1.51063230349921,1.498,26.47481233778
1364.266,4.71,3.97960541999837,1.50655863469794,1.5,26.4769337359372
1371.687,4.71,3.98003224554373,1.50973684130387,1.5,26.4859821457708
1379.156,4.71,3.98066980795745,1.51011702565011,1.498,26.4819795449785
1386.641,4.71,3.98115639171597,1.51119894684542,1.498,26.4919289740685
1394.156,4.71,3.98212316711033,1.51299269177819,1.5,26.495825147187
1401.75,4.71,3.98237416728683,1.50842622592166,1.5,26.4962700292999
1409.344,4.715,3.9831437484381,1.51083204479037,1.5,26.49952663359
1416.906,4.715,3.98395874221001,1.50996377220764,1.498,26.5118135965178
1424.547,4.715,3.98448814500156,1.50976243392359,1.5,26.518610070721
1432.125,4.715,3.98513074794926,1.51157525796068,1.498,26.529322311988
1439.781,4.715,3.98566536984718,1.51311703431876,1.498,26.5259577465266
1447.469,4.715,3.98633422220497,1.50804049869407,1.5,26.5291139458975
1455.234,4.715,3.98691735364535,1.50961667393851,1.498,26.5404002560354
1462.953,4.715,3.98760056895784,1.51050908360825,1.498,26.5411225608831
1470.734,4.721,3.9882701795351,1.5089119210681,1.498,26.5617826426356
1478.578,4.721,3.98878260547131,1.50907918426624,1.5,26.5572018431942
1486.437,4.721,3.98924779401713,1.51013755036723,1.5,26.5607038872637
1494.359,4.721,3.99001837263867,1.50883216727628,1.5,26.5736661618284
1502.234,4.721,3.99035260798873,1.51273453731401,1.498,26.5756414518759
1510.078,4.721,3.99132994230328,1.51052567011568,1.498,26.5823586126395
1517.969,4.721,3.99171289903277,1.5065934995996,1.498,26.5763699277305
1525.891,4.721,3.9924620557,1.51028227804871,1.498,26.5867106334656
1533.797,4.721,3.9931071489675,1.51430795696014,1.5,26.5911928725648
1541.766,4.721,3.99377811443141,1.51097635182534,1.5,26.5987241232386
1549.719,4.726,3.99434669691783,1.5123349492559,1.5,26.6112308973951
1557.75,4.726,3.99470265480494,1.51008956539031,1.498,26.6155099377474
1565.844,4.726,3.99570358910929,1.51112223963891,1.5,26.6272708370587
1573.969,4.726,3.99633023030941,1.50987139079997,1.5,26.6339045439221
1582.125,4.726,3.99702092264252,1.50799432413118,1.498,26.6330055788893
1590.25,4.726,3.99775255666891,1.50869998556523,1.498,26.643793946694
1598.406,4.726,3.99811034677637,1.50950438882294,1.498,26.6477344917911
1606.641,4.726,3.99909491401687,1.51474599274835,1.5,26.6617352350739
1614.687,4.731,3.99948476769312,1.51268101474789,1.5,26.6622820010449
1622.719,4.731,4.0001886414272,1.51093213415203,1.5,26.6747147417433
1630.828,4.731,4.00089544649687,1.51227166684467,1.498,26.6773450666468
1638.953,4.731,4.00163350275213,1.50958332820767,1.5,26.6826975024853
1647.109,4.731,4.00219427335393,1.50903914591394,1.498,26.6924624210841
1655.281,4.731,4.00280255028958,1.50677619932783,1.5,26.7049863620173
1663.531,4.731,4.00351964912193,1.51269879448916,1.5,26.714555565215
1671.844,4.737,4.00416601989711,1.50989170546344,1.5,26.7168709748886
1680.094,4.737,4.00478660231232,1.51168537505157,1.5,26.7267724637086
1688.406,4.737,4.00545917112834,1.50942691914503,1.5,26.7307143915211
1696.766,4.737,4.00627550435817,1.50516876319505,1.498,26.7383541839786
1705.156,4.737,4.00681792027908,1.51160375530272,1.5,26.7549289260382
1713.594,4.737,4.00777519230671,1.51160768277711,1.5,26.7597023446183
1722.047,4.737,4.00828007882315,1.50610625592085,1.498,26.7663937850191
1730.5,4.742,4.00920941530331,1.51072967658514,1.5,26.7701225314972
1738.969,4.742,4.00962501956486,1.51164010172929,1.5,26.7826019105905
1747.531,4.742,4.01027823426151,1.51411182520804,1.5,26.7925081828784
1756.141,4.742,4.01104675085882,1.51096294420379,1.5,26.7937693763439
1764.719,4.742,4.01167333531253,1.50932122370506,1.5,26.8180532511147
1773.344,4.742,4.0124334245341,1.51057509313862,1.5,26.8231251641315
1782.047,4.742,4.01324450259377,1.50907422652038,1.498,26.8341021132559
1790.703,4.742,4.01399916492503,1.51016684084409,1.5,26.841986023836
1799.422,4.748,4.01478566871823,1.50642102567644,1.5,26.8545422034631
1808.266,4.748,4.01554065488811,1.5108943753616,1.498,26.8691730644733
1816.734,4.748,4.01653572703755,1.50827853579972,1.5,26.8706772059039
1825.281,4.748,4.01700428391059,1.50553517195476,1.5,26.8867601940562
1833.891,4.748,4.01786351482059,1.50333304134125,1.498,26.8996688482475
1842.484,4.748,4.01828763863634,1.51481936129342,1.5,26.9141250972712
1851.141,4.748,4.01927846454428,1.51207155131848,1.5,26.921303621467
1859.828,4.748,4.02018426854759,1.50869286913653,1.498,26.9217638421234
1868.578,4.753,4.02087684487116,1.51266196627379,1.5,26.9267227439459
1877.359,4.753,4.0216819902031,1.51323452193809,1.498,26.9435609208934
1886.141,4.753,4.02223808254197,1.51020479396538,1.498,26.9566001537568
1894.984,4.753,4.02334106702904,1.5087348672143,1.498,26.964364143575
1903.828,4.753,4.02397950395594,1.51072256561984,1.498,26.9711588500297
1912.719,4.753,4.02487836186822,1.51306769705555,1.498,26.9816009432819
1921.609,4.753,4.02578467258544,1.5097761173345,1.5,26.994823574289
1930.547,4.753,4.02671091793069,1.5120746109701,1.498,27.0020483078709
1939.578,4.758,4.02738284797349,1.50857560741987,1.498,27.0204131702506
1948.641,4.758,4.02826391982648,1.51094442974688,1.5,27.0264485279901
1957.703,4.758,4.02913881875539,1.509395303135,1.5,27.0383199304272
1966.797,4.758,4.0297802069008,1.51243066742242,1.5,27.0472127341434
1975.875,4.758,4.0307360915595,1.51148930365279,1.498,27.062778756797
1985.016,4.764,4.03204314017997,1.50931205032026,1.498,27.0731002861811
1994.187,4.764,4.03277871985821,1.50814697250443,1.498,27.0881451236512
2003.406,4.764,4.03360638712523,1.50773249567639,1.498,27.0925264770236
