Time,Voltage,Current,Battery_Temp_degC
5.700995028,4.13684,-1.04446,25.6307
5.803991854,4.13684,-1.04446,25.6307
5.897000805,4.1362,-1.04364,25.6307
6.000993401,4.13427,-1.35151,25.6307
6.105991825,4.12333,-1.45848,25.6307
6.199996546,4.11947,-1.4887,25.6307
6.304994971,4.11754,-1.50176,25.6307
6.395992264,4.1169,-1.50421,25.6307
6.49799332,4.11625,-1.50503,25.6307
6.601000205,4.11561,-1.50585,25.64191
6.703001261,4.11561,-1.50585,25.64191
6.803996488,4.11561,-1.50585,25.64191
6.904991716,4.11497,-1.50666,25.6307
7.006992772,4.11239,-1.93294,25.6307
7.099991664,4.1021,-1.95744,25.64191
7.205995917,4.0976,-1.96805,25.64191
7.296993211,4.09567,-1.97214,25.64191
7.401991636,4.09502,-1.97377,25.6307
7.503992692,4.09438,-1.9754,25.6307
7.604997978,4.09374,-1.9754,25.64191
7.706999034,4.09374,-1.9754,25.64191
7.797996327,4.09309,-1.9754,25.64191
7.899997383,4.09309,-1.97622,25.64191
8.000992611,4.09181,-2.00398,25.64191
8.102993667,4.08795,-2.09953,25.6307
8.202993125,4.08601,-2.13546,25.6307
8.306000009,4.08537,-2.14199,25.6307
8.397993073,4.08537,-2.14526,25.64191
8.504993096,4.08473,-2.14608,25.64191
8.600999415,4.08473,-2.14608,25.64191
8.708995208,4.08408,-2.14689,25.64191
8.8019941,4.08408,-2.14689,25.64191
8.905000985,4.08344,-2.14771,25.6307
8.997999877,4.08344,-2.14771,25.6307
9.100000933,4.08473,-2.09953,25.6307
9.200996161,4.08537,-2.0881,25.64191
9.304998815,4.08537,-2.08401,25.64191
9.402996674,4.08473,-2.0832,25.6307
9.498992935,4.08473,-2.0832,25.6307
9.601999819,4.08473,-2.0832,25.6307
9.704000875,4.08408,-2.0832,25.6307
9.805991873,4.08408,-2.0832,25.6307
9.896999225,4.08344,-2.0832,25.6307
9.995992854,4.0828,-2.11505,25.6307
10.09599231,4.07894,-2.20324,25.6307
10.19999497,4.07701,-2.24162,25.6307
10.30199602,4.07636,-2.24979,25.6307
10.40399708,4.07572,-2.25305,25.64191
10.5069939,4.07572,-2.25387,25.64191
10.60399599,4.07508,-2.25387,25.64191
10.70299968,4.07508,-2.25469,25.64191
10.80699228,4.07508,-2.25469,25.64191
10.90199277,4.07443,-2.25469,25.6307
11.00499965,4.07315,-2.30613,25.6307
11.09699272,4.06736,-2.43761,25.6307
11.1999996,4.06543,-2.48089,25.6307
11.30499803,4.06414,-2.49641,25.6307
11.39999852,4.0635,-2.49967,25.6307
11.4970006,4.0635,-2.50131,25.6307
11.59999743,4.06285,-2.50212,25.64191
11.69999689,4.06285,-2.50212,25.64191
11.80399954,4.06221,-2.50294,25.64191
11.903999,4.06221,-2.50294,25.64191
12.00499423,4.06285,-2.47027,25.64191
12.10599951,4.06736,-2.3388,25.64191
12.19899841,4.06864,-2.31103,25.64191
12.30199523,4.06929,-2.30205,25.64191
12.40599789,4.06929,-2.29878,25.64191
12.49599941,4.06929,-2.29797,25.64191
12.59899624,4.06864,-2.29797,25.64191
12.69899569,4.06864,-2.29797,25.64191
12.79899515,4.06864,-2.29715,25.64191
12.90000044,4.068,-2.29797,25.64191
13.00399303,4.07122,-2.01378,25.64191
13.10299672,4.07829,-1.92886,25.64191
13.20200041,4.0828,-1.89129,25.64191
13.30199987,4.08344,-1.88231,25.64191
13.40199932,4.08408,-1.87904,25.64191
13.50499615,4.08408,-1.87823,25.64191
13.59599344,4.08408,-1.87823,25.64191
13.69900033,4.08408,-1.87823,25.64191
13.80899772,4.08408,-1.87823,25.64191
13.90100084,4.08344,-1.87823,25.64191
14.00299184,4.08601,-1.51891,25.64191
14.10699449,4.09438,-1.4985,25.64191
14.20300081,4.0976,-1.49196,25.64191
14.30699341,4.09824,-1.48951,25.64191
14.39899653,4.09888,-1.4887,25.64191
14.49699439,4.09888,-1.48788,25.64191
14.59699385,4.09888,-1.48788,25.64191
14.69699331,4.09888,-1.48788,25.64191
14.79799859,4.09888,-1.48788,25.64191
14.90099542,4.09888,-1.48706,25.64191
14.99999911,4.09824,-1.51728,25.64191
15.09899274,4.09374,-1.61936,25.64191
15.19799642,4.09181,-1.65529,25.64191
15.30199908,4.09116,-1.66427,25.64191
15.4049959,4.09116,-1.66754,25.64191
15.50499536,4.09116,-1.66835,25.64191
15.60499482,4.09116,-1.66835,25.6307
15.70399851,4.09052,-1.66917,25.6307
15.80199637,4.09052,-1.66917,25.6307
15.90599902,4.09052,-1.66917,25.6307
16.00699425,4.08988,-1.68142,25.6307
16.09999314,4.08859,-1.71898,25.64191
16.2019942,4.08795,-1.73123,25.64191
16.30399525,4.08795,-1.73532,25.64191
16.40799791,4.0873,-1.73613,25.64191
16.5029984,4.0873,-1.73613,25.64191
16.60499945,4.0873,-1.73613,25.64191
16.69799834,4.0873,-1.73613,25.64191
16.80799574,4.0873,-1.73695,25.6307
16.89799726,4.08666,-1.73613,25.6307
17.00399145,4.08859,-1.4103,25.6307
17.10400097,4.09631,-1.40622,25.64191
17.200993,4.09824,-1.40377,25.64191
17.30199829,4.09953,-1.40295,25.6307
17.40399934,4.09953,-1.40295,25.6307
17.5060004,4.09953,-1.40214,25.6307
17.59699769,4.09953,-1.40214,25.64191
17.69999452,4.09953,-1.40214,25.64191
17.80399717,4.09953,-1.40214,25.64191
17.90799983,4.09953,-1.40295,25.64191
18.00899506,4.09888,-1.43398,25.64191
18.09699498,4.09502,-1.53116,25.64191
18.19899604,4.09374,-1.56301,25.64191
18.2969939,4.09245,-1.57444,25.64191
18.39799918,4.09245,-1.57689,25.64191
18.50099601,4.09245,-1.57771,25.64191
18.5999997,4.09181,-1.57771,25.64191
18.69999915,4.09181,-1.57771,25.64191
18.80799495,4.09181,-1.57771,25.64191
18.90099384,4.09181,-1.57853,25.64191
19.00199912,4.09245,-1.56383,25.64191
19.09899116,4.09438,-1.51075,25.6307
19.20399964,4.09502,-1.49605,25.6307
19.29900013,4.09502,-1.49115,25.64191
19.40699592,4.09502,-1.48951,25.64191
19.49899904,4.09502,-1.48951,25.64191
19.5989985,4.09502,-1.4887,25.64191
19.69899796,4.09502,-1.4887,25.64191
19.79999319,4.09502,-1.48951,25.64191
19.90199424,4.09502,-1.48951,25.64191
20.0019937,4.09502,-1.49523,25.64191
20.10500059,4.09374,-1.51973,25.64191
20.20699158,4.09309,-1.52871,25.64191
20.30399367,4.09309,-1.53035,25.6307
20.40799633,4.09309,-1.53116,25.6307
20.50099522,4.09245,-1.53116,25.6307
20.60499787,4.09245,-1.53116,25.64191
20.6949994,4.09245,-1.53198,25.64191
20.80499679,4.09245,-1.53198,25.64191
20.90299465,4.09245,-1.53198,25.64191
21.00299411,4.09374,-1.4887,25.64191
21.10299356,4.09695,-1.39397,25.6307
21.20600045,4.09888,-1.35396,25.6307
21.30399831,4.09953,-1.34579,25.6307
21.40800096,4.09953,-1.34252,25.6307
21.49699666,4.09953,-1.34171,25.6307
21.59999348,4.09953,-1.34171,25.64191
21.70799933,4.09953,-1.34171,25.64191
21.80099823,4.09953,-1.34171,25.6307
21.89699449,4.09953,-1.34089,25.6307
22.00000137,4.09953,-1.34824,25.6307
22.1009966,4.09888,-1.36457,25.64191
22.20299765,4.09824,-1.36865,25.64191
22.30299711,4.09824,-1.37029,25.64191
22.40399234,4.09824,-1.37029,25.64191
22.5059934,4.09824,-1.37029,25.64191
22.59700075,4.09824,-1.37029,25.64191
22.70599231,4.09824,-1.3711,25.64191
22.8069976,4.09824,-1.3711,25.64191
22.89699912,4.09824,-1.3711,25.64191
23.00099172,4.09888,-1.34906,25.64191
23.10499437,4.10081,-1.28536,25.6307
23.20599966,4.10146,-1.26984,25.6307
23.29699695,4.1021,-1.26494,25.6307
23.39899801,4.1021,-1.26249,25.6307
23.49899746,4.1021,-1.26249,25.6307
23.60199429,4.1021,-1.26249,25.64191
23.70199375,4.1021,-1.26168,25.64191
23.80299903,4.1021,-1.26249,25.6307
23.90699163,4.1021,-1.26249,25.6307
23.99599738,4.10339,-1.2037,25.6307
24.10099581,4.10853,-1.06977,25.64191
24.20399264,4.11111,-1.02159,25.64191
24.29799736,4.11175,-1.01098,25.6307
24.40900058,4.11175,-1.00771,25.6307
24.50199947,4.11175,-1.00689,25.6307
24.60599206,4.11175,-1.00689,25.6307
24.69900101,4.11175,-1.00689,25.6307
24.80499521,4.11175,-1.00689,25.6307
24.8979941,4.11239,-1.00608,25.6307
24.99999516,4.11304,-0.98239,25.6307
25.10100044,4.11561,-0.91216,25.6307
25.2009999,4.1169,-0.88767,25.6307
25.29899776,4.1169,-0.88195,25.6307
25.39999299,4.1169,-0.8795,25.6307
25.49899668,4.1169,-0.8795,25.6307
25.59699453,4.11754,-0.8795,25.6307
25.69899559,4.11754,-0.8795,25.6307
25.79799928,4.11754,-0.87868,25.6307
25.90199187,4.11754,-0.8795,25.6307
26.00599453,4.11432,-1.44052,25.6307
26.10699981,4.1021,-1.44705,25.6307
26.20499767,4.09695,-1.45113,25.6307
26.30699873,4.09567,-1.45358,25.6307
26.39899179,4.09502,-1.4544,25.6307
26.49999708,4.09438,-1.4544,25.6307
26.59900077,4.09438,-1.45522,25.6307
26.6979944,4.09438,-1.45522,25.6307
26.79899968,4.09438,-1.45603,25.6307
26.90100074,4.09374,-1.45522,25.6307
26.99599117,4.09374,-1.45603,25.6307
27.10399702,4.10789,-0.90645,25.6307
27.20699385,4.11239,-0.9089,25.6307
27.30099857,4.11432,-0.9089,25.6307
27.4019938,4.11497,-0.9089,25.6307
27.50599645,4.11497,-0.9089,25.6307
27.59499215,4.11561,-0.9089,25.6307
27.6989948,4.11561,-0.90808,25.6307
27.79899426,4.11561,-0.9089,25.6307
27.89799795,4.11561,-0.90808,25.6307
28.00599374,4.11818,-0.49079,25.6307
28.1059932,4.12783,-0.49161,25.6307
28.20400111,4.13041,-0.49161,25.6307
28.30499634,4.13169,-0.49161,25.6307
28.39799523,4.13234,-0.49161,25.6307
28.50099206,4.13234,-0.49079,25.6307
28.59899998,4.13234,-0.49161,25.6307
28.69799361,4.13234,-0.49079,25.6307
28.79999466,4.13298,-0.49161,25.6307
28.90599892,4.13298,-0.49079,25.6307
28.99899781,4.1338,-0.01225,25.6307
29.10199463,4.14538,0.0098,25.6307
29.20299992,4.15181,0.04328,25.6307
29.30500098,4.15374,0.04982,25.6307
29.39899564,4.15439,0.05145,25.6307
29.50000092,4.15503,0.05227,25.6307
29.60700095,4.15503,0.05227,25.6307
29.70399298,4.15567,0.05227,25.6307
29.80799563,4.15567,0.05308,25.6307
29.90099452,4.15567,0.05308,25.6307
30.00099398,4.15614,0.04001,25.6307
30.10299504,4.15421,-0.00898,25.6307
30.20499609,4.15292,-0.05226,25.6307
30.29799499,4.15228,-0.06125,25.6307
30.40099181,4.15228,-0.0637,25.6307
30.50499447,4.15228,-0.06451,25.61949
30.60499392,4.15228,-0.06451,25.61949
30.70800081,4.15228,-0.06451,25.6307
30.7969965,4.15228,-0.06533,25.6307
30.89799173,4.15228,-0.06451,25.6307
30.99999279,4.15292,-0.0637,25.6307
31.09999225,4.15292,-0.06125,25.6307
31.2019933,4.15292,-0.06043,25.6307
31.30199276,4.15292,-0.06043,25.6307
31.39899485,4.15292,-0.05961,25.6307
31.50199167,4.15292,-0.06043,25.6307
31.59999959,4.15357,-0.06043,25.6307
31.69799745,4.15357,-0.06043,25.6307
31.79799691,4.15357,-0.06043,25.6307
31.90099373,4.15357,-0.05961,25.6307
31.99899159,4.15099,-0.50222,25.6307
32.10199848,4.13555,-0.66718,25.6307
32.20600113,4.12976,-0.71046,25.6307
32.30099156,4.12848,-0.72108,25.6307
32.40899742,4.12783,-0.72516,25.6307
32.50100054,4.12719,-0.72598,25.6307
32.60199577,4.12719,-0.72598,25.6307
32.69600049,4.12719,-0.72598,25.6307
32.79899731,4.12719,-0.72679,25.6307
32.90299997,4.12719,-0.72679,25.6307
33.00299942,4.1259,-0.75701,25.6307
33.10199305,4.12269,-0.83949,25.6307
33.20000097,4.1214,-0.85827,25.6307
33.3009962,4.12076,-0.86562,25.6307
33.40299726,4.12076,-0.86807,25.6307
33.50699991,4.12076,-0.86807,25.6307
33.59899297,4.12076,-0.86807,25.6307
33.69700089,4.12076,-0.86888,25.6307
33.80599245,4.12076,-0.86807,25.6307
33.89699981,4.12011,-0.86888,25.6307
33.99699926,4.11947,-0.89583,25.64191
34.09699872,4.1169,-0.97749,25.64191
34.19799395,4.11497,-1.00526,25.6307
34.3039982,4.11432,-1.01261,25.6307
34.40499343,4.11432,-1.01506,25.6307
34.50699449,4.11432,-1.01506,25.6307
34.60799977,4.11432,-1.01506,25.6307
34.70099866,4.11432,-1.01588,25.6307
34.80699286,4.11432,-1.01506,25.6307
34.90399495,4.11432,-1.01588,25.6307
34.99999121,4.11239,-1.46012,25.6307
35.10299809,4.10146,-1.45195,25.6307
35.19799858,4.09824,-1.45277,25.6307
35.30299701,4.09695,-1.45358,25.6307
35.40399224,4.09631,-1.45358,25.6307
35.50599329,4.09631,-1.4544,25.6307
35.59700064,4.09567,-1.4544,25.6307
35.70799381,4.09567,-1.45522,25.6307
35.80699749,4.09567,-1.45522,25.6307
35.90699695,4.09567,-1.4544,25.6307
35.99799424,4.09631,-1.41684,25.6307
36.10100113,4.10146,-1.26658,25.6307
36.20199636,4.10403,-1.21268,25.6307
36.30299158,4.10467,-1.20125,25.6307
36.40800007,4.10467,-1.19716,25.6307
36.49999313,4.10467,-1.19635,25.6307
36.60099842,4.10467,-1.19635,25.6307
36.70299947,4.10467,-1.19635,25.6307
36.8019931,4.10467,-1.19635,25.6307
36.90199256,4.10467,-1.19553,25.6307
37.00399362,4.10725,-0.78722,25.6307
37.1009957,4.11625,-0.78396,25.6307
37.20299676,4.11883,-0.78232,25.6307
37.30699942,4.12011,-0.78151,25.6307
37.40099408,4.12076,-0.78151,25.6307
37.49599457,4.12076,-0.78151,25.6307
37.60400042,4.12076,-0.78069,25.6307
37.69699931,4.12076,-0.78151,25.6307
37.80099191,4.12076,-0.78069,25.6307
37.90799193,4.12076,-0.78151,25.61949
38.00199665,4.12011,-0.82315,25.61949
38.10299188,4.11304,-1.00118,25.64191
38.20399716,4.11046,-1.05344,25.64191
38.30099925,4.10982,-1.06569,25.64191
38.40199448,4.10982,-1.07141,25.6307
38.50099817,4.10918,-1.07222,25.6307
38.60299923,4.10918,-1.07222,25.64191
38.70399445,4.10918,-1.07222,25.64191
38.80399391,4.10918,-1.07222,25.64191
38.90199177,4.10918,-1.07304,25.6307
39.00399283,4.10982,-1.04609,25.6307
39.10399228,4.11239,-0.97423,25.6307
39.20699917,4.11368,-0.94891,25.6307
39.30699863,4.11368,-0.9432,25.6307
39.40599225,4.11432,-0.94075,25.6307
39.50299434,4.11432,-0.94075,25.6307
39.60199803,4.11432,-0.94075,25.6307
39.70199749,4.11432,-0.94075,25.6307
39.80199695,4.11432,-0.93993,25.6307
39.90299217,4.11432,-0.94075,25.6307
39.99799266,4.11432,-0.93993,25.6307
40.09799212,4.11368,-0.94565,25.64191
40.20499215,4.11368,-0.94728,25.64191
40.29899687,4.11368,-0.94728,25.6307
40.39599895,4.11368,-0.94728,25.6307
40.50299898,4.11368,-0.94728,25.6307
40.60000107,4.11368,-0.94728,25.6307
40.70299789,4.11368,-0.94728,25.6307
40.80599472,4.11368,-0.9481,25.64191
40.90399258,4.11368,-0.9481,25.64191
41.00599363,4.11432,-0.91706,25.64191
41.10599309,4.11754,-0.83622,25.6307
41.20499678,4.11818,-0.81662,25.6307
41.29599407,4.11883,-0.8109,25.6307
41.39999673,4.11883,-0.80845,25.6307
41.50299355,4.11883,-0.80845,25.6307
41.60499461,4.11883,-0.80845,25.6307
41.6959919,4.11883,-0.80764,25.6307
41.80199616,4.11883,-0.80845,25.6307
41.90299138,4.11883,-0.80845,25.6307
42.00899564,4.12011,-0.77252,25.6307
42.10199453,4.12269,-0.69984,25.6307
42.20099822,4.12397,-0.67861,25.6307
42.30199344,4.12462,-0.66881,25.6307
42.40500033,4.12462,-0.66718,25.6307
42.49899499,4.12462,-0.66636,25.6307
42.60599501,4.12462,-0.66636,25.6307
42.70799607,4.12462,-0.66555,25.6307
42.79699177,4.12462,-0.66555,25.6307
42.90200025,4.12462,-0.66636,25.6307
43.00799444,4.12462,-0.66636,25.6307
43.09999757,4.12526,-0.66636,25.84366
43.20799336,4.12462,-0.66636,25.84366
43.29999648,4.12526,-0.66555,25.84366
43.39900017,4.12526,-0.66555,25.84366
43.50199699,4.12526,-0.66636,25.84366
43.60299222,4.12526,-0.66555,25.6307
43.70299168,4.12526,-0.66555,25.6307
43.8009996,4.12526,-0.66555,25.84366
43.90300065,4.12526,-0.66555,25.84366
44.00300011,4.12526,-0.66555,25.84366
44.10599694,4.12526,-0.66555,25.64191
44.20599639,4.12526,-0.66555,25.64191
44.30799745,4.12526,-0.66636,25.64191
44.40199211,4.12526,-0.66555,25.64191
44.5029974,4.12526,-0.66555,25.64191
44.60200109,4.12526,-0.66636,25.84366
44.69999894,4.12526,-0.66636,25.84366
44.80099417,4.12526,-0.66555,25.64191
44.90199946,4.12526,-0.66555,25.64191
44.99699995,4.12526,-0.66636,25.64191
45.10499574,4.12526,-0.66636,25.6307
45.20600103,4.12526,-0.66555,25.6307
45.30099146,4.12526,-0.66636,25.64191
45.40699571,4.12526,-0.66636,25.64191
45.5019962,4.12526,-0.66555,25.64191
45.59799246,4.12526,-0.66555,25.6307
45.70399672,4.12526,-0.66636,25.6307
45.80799937,4.12526,-0.66636,25.64191
45.89999244,4.12526,-0.66636,25.64191
46.00500092,4.12526,-0.66636,25.64191
46.09799981,4.12526,-0.66636,25.64191
46.19899504,4.12526,-0.66636,25.64191
46.30099609,4.12526,-0.66636,25.6307
46.39999978,4.12526,-0.66636,25.6307
46.50099501,4.12526,-0.66636,25.6307
46.60599343,4.12526,-0.66555,25.6307
46.70599289,4.12526,-0.66555,25.6307
46.79899178,4.12526,-0.66636,25.6307
46.8990013,4.12526,-0.66555,25.6307
47.0029939,4.12462,-0.68923,25.6307
47.10699655,4.12076,-0.78232,25.64191
47.20600024,4.11947,-0.8011,25.64191
47.2979933,4.11883,-0.80764,25.65312
47.39899859,4.11883,-0.81009,25.65312
47.49899805,4.11883,-0.81009,25.65312
47.6009991,4.11883,-0.81009,25.64191
47.70099856,4.11883,-0.8109,25.64191
47.80599698,4.11883,-0.8109,25.64191
47.89999165,4.11883,-0.81009,25.64191
48.0039943,4.11754,-0.84438,25.64191
48.09699319,4.11497,-0.92441,25.84366
48.20199162,4.11368,-0.95055,25.84366
48.29699211,4.11304,-0.95871,25.84366
48.39999899,4.11239,-0.96116,25.84366
48.50599319,4.11239,-0.96198,25.84366
48.59799631,4.11239,-0.96198,25.64191
48.69999737,4.11239,-0.96198,25.64191
48.80299419,4.11239,-0.96198,25.64191
48.90499525,4.11239,-0.96198,25.64191
49.00299311,4.10982,-1.40704,25.64191
49.10399839,4.10017,-1.41357,25.64191
49.20599945,4.09631,-1.41765,25.64191
49.29699674,4.09502,-1.41929,25.64191
49.40199517,4.09438,-1.4201,25.64191
49.50099885,4.09374,-1.42092,25.64191
49.60199408,4.09374,-1.42092,25.6307
49.70399514,4.09309,-1.42092,25.6307
49.79899563,4.09309,-1.42174,25.64191
49.90000091,4.09309,-1.42092,25.64191
50.00299774,4.08988,-1.90517,25.64191
50.10200143,4.08087,-1.90599,25.84366
50.20099506,4.07572,-1.91007,25.84366
50.30299611,4.07443,-1.91252,25.64191
50.40699877,4.07379,-1.91416,25.64191
50.49999766,4.07315,-1.91416,25.64191
50.60299449,4.0725,-1.91416,25.64191
50.70699714,4.0725,-1.91497,25.64191
50.8029934,4.0725,-1.91416,25.64191
50.90600029,4.07186,-1.91497,25.64191
51.00100078,4.0725,-1.88721,25.64191
51.10499337,4.07508,-1.82923,25.64191
51.20399706,4.07508,-1.81371,25.64191
51.29899755,4.07572,-1.808,25.64191
51.39699541,4.07572,-1.80555,25.64191
51.4980007,4.07508,-1.80555,25.64191
51.59899592,4.07508,-1.80555,25.64191
51.70000121,4.07508,-1.80555,25.64191
51.80099644,4.07508,-1.80555,25.84366
51.90199167,4.07508,-1.80636,25.84366
52.00399272,4.07443,-1.81616,25.6307
52.10699961,4.07315,-1.83903,25.6307
52.19899267,4.07315,-1.84719,25.6307
52.30499692,4.0725,-1.84964,25.64191
52.40799375,4.0725,-1.85046,25.64191
52.50699744,4.0725,-1.85046,25.64191
52.60699689,4.07186,-1.85128,25.64191
52.70499475,4.07186,-1.85128,25.64191
52.80600004,4.07186,-1.85128,25.85486
52.9080011,4.07186,-1.85209,25.85486
52.99600102,4.07122,-1.86026,25.64191
53.09799202,4.07057,-1.88313,25.64191
53.20499204,4.06993,-1.89047,25.64191
53.29999253,4.06929,-1.89292,25.64191
53.40599678,4.06929,-1.89374,25.64191
53.49999145,4.06929,-1.89374,25.64191
53.6079973,4.06929,-1.89456,25.64191
53.70000042,4.06929,-1.89374,25.64191
53.80499884,4.06864,-1.89456,25.64191
53.9069999,4.06864,-1.89456,25.64191
54.00699936,4.06864,-1.90354,25.64191
54.10399139,4.06736,-1.93049,25.64191
54.20599245,4.06671,-1.93702,25.64191
54.3059919,4.06671,-1.93947,25.64191
54.40499559,4.06671,-1.93947,25.64191
54.49900031,4.06607,-1.93947,25.64191
54.59999554,4.06607,-1.93947,25.64191
54.69699763,4.06607,-1.94029,25.64191
54.80399765,4.06607,-1.94029,25.64191
54.90699448,4.06607,-1.93947,25.64191
54.9989976,4.06543,-1.94029,25.64191
55.10199443,4.06028,-2.08973,25.64191
55.19999228,4.05771,-2.14036,25.64191
55.30899391,4.05706,-2.15179,25.64191
55.39799966,4.05706,-2.15506,25.64191
55.50099649,4.05642,-2.15588,25.64191
55.60299754,4.05642,-2.15588,25.64191
55.7049986,4.05642,-2.15588,25.64191
55.80799542,4.05642,-2.15588,25.64191
55.89799695,4.05578,-2.15669,25.64191
56.00499697,4.05706,-2.11668,25.64191
56.09999746,4.05899,-2.06686,25.64191
56.20599166,4.05964,-2.04563,25.64191
56.29999638,4.05964,-2.04155,25.85486
56.4009916,4.05964,-2.03992,25.85486
56.50699586,4.05964,-2.03992,25.64191
56.59799315,4.05964,-2.03992,25.64191
56.69799261,4.05899,-2.03992,25.64191
56.80099949,4.05899,-2.03992,25.64191
56.90199472,4.05899,-2.0391,25.64191
56.99800104,4.05964,-2.01868,25.6307
57.09899627,4.06221,-1.94437,25.6307
57.20299892,4.0635,-1.91824,25.65312
57.30299838,4.0635,-1.91252,25.65312
57.40499943,4.0635,-1.91007,25.65312
57.4969925,4.0635,-1.91007,25.64191
57.59999938,4.0635,-1.91007,25.64191
57.70299621,4.0635,-1.91007,25.64191
57.8019999,4.0635,-1.91007,25.64191
57.90400095,4.0635,-1.91007,25.64191
58.00799355,4.06414,-1.87904,25.6307
58.09799507,4.06671,-1.80473,25.6307
58.19799453,4.068,-1.7786,25.85486
58.29899982,4.06864,-1.77206,25.85486
58.40299241,4.06864,-1.76962,25.85486
58.5080009,4.06864,-1.76962,25.6307
58.59799236,4.06864,-1.76962,25.6307
58.70599821,4.068,-1.76962,25.64191
58.79999287,4.068,-1.7688,25.64191
58.90399553,4.068,-1.76962,25.64191
58.99699442,4.06993,-1.6953,25.64191
59.10199285,4.07701,-1.50911,25.64191
59.20499973,4.07958,-1.46502,25.64191
59.30499919,4.08022,-1.44868,25.64191
59.40599442,4.08022,-1.44542,25.64191
59.50599387,4.08022,-1.44378,25.64191
59.60399173,4.08022,-1.44378,25.64191
59.69599485,4.08022,-1.44378,25.64191
59.80599225,4.08022,-1.44297,25.64191
59.89799537,4.08022,-1.44378,25.64191
60.00199802,4.08151,-1.40459,25.64191
60.10799222,4.08473,-1.32129,25.64191
60.19899957,4.08601,-1.29434,25.64191
60.29899903,4.08666,-1.28536,25.64191
60.40599905,4.08666,-1.28291,25.64191
60.50699428,4.08666,-1.28209,25.64191
60.5989974,4.08666,-1.28209,25.64191
60.70099846,4.0873,-1.28209,25.64191
60.80299951,4.0873,-1.28209,25.64191
60.90099737,4.08666,-1.28209,25.64191
61.0019926,4.08601,-1.32864,25.85486
61.10700108,4.08215,-1.425,25.85486
61.19899414,4.08022,-1.45685,25.64191
61.3049984,4.07958,-1.46583,25.64191
61.40099466,4.07958,-1.4691,25.64191
61.50299571,4.07958,-1.46992,25.64191
61.60599254,4.07958,-1.46992,25.64191
61.69899143,4.07958,-1.46992,25.64191
61.80399992,4.07958,-1.46992,25.64191
61.89599298,4.07958,-1.47073,25.64191
62.00600043,4.08087,-1.4152,25.65312
62.10499406,4.08795,-1.2184,25.65312
62.20699511,4.09116,-1.15062,25.85486
62.29699664,4.09181,-1.13428,25.85486
62.39999346,4.09245,-1.12857,25.85486
62.50300035,4.09245,-1.12612,25.64191
62.60799877,4.09245,-1.12612,25.64191
62.6980003,4.09245,-1.12612,25.64191
62.80699186,4.09309,-1.1253,25.64191
62.90700138,4.09309,-1.12612,25.64191
63.00000027,4.09309,-1.12612,25.65312
63.10299709,4.09245,-1.12939,25.65312
63.20499815,4.09245,-1.1302,25.65312
63.30499761,4.09245,-1.1302,25.65312
63.3959949,4.09245,-1.1302,25.65312
